MÓDULO;CRITÉRIOS;AVISO / ERRO;NÚMERO;MENSAGEM;TABELA;NATUREZA REGRA;ENTIDADES
Tributário;Se a soma de (vlAtualizacao) declarada na tabela (AtualizacaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoAtualizacaoDividaAtiva)  com idTipoCredito = 4 CONTRIBUIÇÕES DE MELHORIA, até o MM/AAAA de trabalho, não manter correspondência com a soma dos (Créditos - Débitos) contabilizados na conta contábil nº  4.4.2.4.X.16.11 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5081;A soma da Atualização (vlAtualizacao) da DÍVIDA ATIVA DE CONTRIBUIÇÕES DE MELHORIA,  existente na tabela (AtualizacaoDividaAtiva) (MENOS) os estornos declarados na tabela (EstornoAtualizacaoDividaAtiva) de R$- 0.00, até o mês MM/AAAA, não mantém correspondência com a soma de (vlCredito - vlDebito) de R$- 0.00 contabilizada na conta contábil nº 4.4.2.4.X.16.11 - MULTAS E JUROS DE DÍVIDA ATIVA DE CONTRIBUIÇÕES DE MELHORIA com cdSubTitulo de 1 a 5      da tabela (MovimentoContabilMensal).  ;AtualizacaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlAtualizacao) declarada na tabela (AtualizacaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoAtualizacaoDividaAtiva)  com idTipoCredito = 5 TAXAS, até o  MM/AAAA de trabalho, não manter correspondência com a soma dos (Créditos - Débitos) contabilizados nas contas contábeis nºs  4.4.2.4.X.16.09 e 4.4.2.4.X.16.10 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5082;A soma da Atualização (vlAtualizacao) da DÍVIDA ATIVA SOBRE TAXAS,  existente na tabela (AtualizacaoDividaAtiva) (MENOS) os estornos declarados na tabela (EstornoAtualizacaoDividaAtiva) de R$- 0.00, até  o mês MM/AAAA, não mantém correspondência com a soma de (vlCredito - vlDebito) de R$- 0.00 contabilizadas nas contas contábeis nºs 4.4.2.4.X.16.09 - MULTAS E JUROS DE DÍVIDA ATIVA SOBRE TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA e 4.4.2.4.X.16.10 - MULTAS E JUROS DE DÍVIDA ATIVA DE TAXAS PELA PRESTAÇÃO DE SERVIÇOS com cdSubTitulo de 1 a 5      da tabela (MovimentoContabilMensal).  ;AtualizacaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlAtualizacao) declarada na tabela (AtualizacaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoAtualizacaoDividaAtiva)  com idTipoCredito = 7 COSIP, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Créditos - Débitos) contabilizados na conta contábil nº  4.4.2.4.X.16.14 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5083;A soma da Atualização (vlAtualizacao) da DÍVIDA ATIVA DE CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,  existente na tabela (AtualizacaoDividaAtiva) (MENOS) os estornos declarados na tabela (EstornoAtualizacaoDividaAtiva) de R$- 0.00, até o mês MM/AAAA, não mantém correspondência com a soma de (vlCredito - vlDebito) de R$- 0.00 contabilizadas na conta contábil nº 4.4.2.4.X.16.14 - MULTAS E JUROS DE DÍVIDA ATIVA DE  CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA com cdSubTitulo de 1 a 5     da tabela (MovimentoContabilMensal).  ;AtualizacaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoCredito) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoCredito)  com idTipoCredito = 1 IPTU, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem =  4.1.1.2.X.97.02 e 4.4.2.4.X.97.05 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5425;"O total das deduções de CRÉDITOS DE IPTU de R$ XXXXXX, declarado nas tabelas (DeducaoCredito e EstornoDeducaoCredito), até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis   4.1.1.2.X.97.02.00 (-) DEDUÇÃO  DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA e  4.4.2.4.X.97.05	(-) DEDUÇÕES DE MULTAS E JUROS SOBRE IPTU com cdSubTitulo de 1 a 5  da tabela (MovimentoContabilMensal). ";DeducaoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoCredito) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoCredito)  com idTipoCredito = 2 ITBI, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem =  4.1.1.2.X.97.04 e 4.4.2.4.X.97.06 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal), a mensagem será executada.;AVISO;5426;O total das deduções de  CRÉDITOS DE ITBI de R$ XXXXXX, declarado nas tabelas (DeducaoCredito e EstornoDeducaoCredito), até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis   4.1.1.2.X.97.04 (-) DEDUÇÃO  DO ITBI e  4.4.2.4.X.97.06(-) DEDUÇÕES DE MULTAS E JUROS SOBRE ITBI com cdSubTitulo de 1 a 5 da tabela (MovimentoContabilMensal). ;DeducaoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoCredito) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoCredito)  com idTipoCredito = 3 ISS, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem =  4.1.1.2.X.97.02 e 4.4.2.4.X.97.07 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal), a mensagem será executada.;AVISO;5427;O total das deduções de  CRÉDITOS DE ISS de R$ XXXXXX, declarado nas tabelas (DeducaoCredito e EstornoDeducaoCredito),até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis   4.1.1.2.X.97.02 (-) DEDUÇÃO  DE ISS e  4.4.2.4.X.97.07(-) DEDUÇÕES DE MULTAS E JUROS SOBRE ISS com cdSubTitulo de 1 a 5 da tabela (MovimentoContabilMensal). ;DeducaoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoCredito) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoCredito)  com idTipoCredito = 4 CONTRIBUIÇÃO DE MELHORIA, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis com cdItem = 97 da cdClasse+cdCrupo+cdSubGrupo = '413' e cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem =  4.4.2.4.X.97.11 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal), a mensagem será executada.;AVISO;5428;O total das deduções de  CRÉDITOS DE CONTRIBUIÇÕES DE MELHORIA de R$ XXXXXX, declarada nas tabelas (DeducaoCredito e EstornoDeducaoCredito), até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados nas contas contábeis com cdItem = 97 da cdClasse+cdCrupo+cdSubGrupo = 4.1.3 - CONTRIBUIÇÕES DE MELHORIA e 4.4.2.4.X.97.11 (-) DEDUÇÕES DE MULTAS E JUROS CONTRIBUIÇÕES DE MELHORIA com cdSubTitulo de 1 a 5  da tabela (MovimentoContabilMensal).;DeducaoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoCredito) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoCredito)  com idTipoCredito = 5 TAXAS,até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis com cdItem = 97 da cdClasse+cdCrupo+cdSubGrupo = '412' e cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem =  4.4.2.4.X.97.09 e 4.4.2.4.X.97.10 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal), a mensagem será executada.;AVISO;5431;"O total das deduções de  CRÉDITOS DE TAXAS de R$ XXXXXX, declarada nas tabelas (DeducaoCredito e EstornoDeducaoCredito), até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados nas contas contábeis com cdItem = 97 da cdClasse+cdCrupo+cdSubGrupo = 4.1.2 - TAXAS, 4.4.2.4.X.97.09	(-) DEDUÇÕES DE MULTAS E JUROS SOBRE TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA E 4.4.2.4.X.97.10	(-) DEDUÇÕES DE MULTAS E JUROS TAXAS PELA PRESTAÇÃO DE SERVIÇOS com cdSubTitulo de 1 a 5  da tabela (MovimentoContabilMensal).";DeducaoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoDividaAtiva)  com idTipoCredito = 1 IPTU,até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem =  4.4.2.4.X.97.16.05 e 3.6.5.1.X.01.01.05 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5432;O total das deduções DÍVIDA ATIVA SOBRE O IPTU de R$ XXXXXX, declarado nas tabelas (DeducaoDividaAtiva e EstornoDeducaoDividaAtiva), até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis   4.4.2.4.X.97.16.05(-) DEDUÇÕES DE MULTAS E JUROS DE DÍVIDA ATIVA SOBRE IPTU e 3.6.5.1.X.01.01.05 - DESINCORPORAÇÃO DA DÍVIDA ATIVA DO IPTU com cdSubTitulo de 1 a 5 da tabela (MovimentoContabilMensal). ;DeducaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoDividaAtiva)  com idTipoCredito = 2 ITBI, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem =  4.4.2.4.X.97.16.06 e 3.6.5.1.X.01.01.06 com cdSubTitulo de 1 a 5 e  idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5433;O total das deduções DÍVIDA ATIVA SOBRE O ITBI de R$ XXXXXX, declarado nas tabelas (DeducaoDividaAtiva e EstornoDeducaoDividaAtiva),até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis   4.4.2.4.X.97.16.06(-) DEDUÇÕES DE MULTAS E JUROS DE DÍVIDA ATIVA SOBRE ITBI e 3.6.5.1.X.01.01.06 - DESINCORPORAÇÃO DA DÍVIDA ATIVA DO ITBI com cdSubTitulo de 1 a 5    da tabela (MovimentoContabilMensal). ;DeducaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoDividaAtiva)  com idTipoCredito = 3 ISS, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem =  4.4.2.4.X.97.16.07 e 3.6.5.1.X.01.01.07 com cdSubTitulo de 1 a 5 e idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5434;"O total das deduções DÍVIDA ATIVA SOBRE O ISS de R$ XXXXXX, declarado nas tabelas (DeducaoDividaAtiva e EstornoDeducaoDividaAtiva),até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis   4.4.2.4.X.97.16.07(-) DEDUÇÕES DE MULTAS E JUROS DE DÍVIDA ATIVA SOBRE ISS e 3.6.5.1.X.01.01.07.00.00.00.00	DESINCORPORAÇÃO DA DÍVIDA ATIVA DO ISS com cdSubTitulo de 1 a 5    da tabela (MovimentoContabilMensal). ";DeducaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoDividaAtiva)  com idTipoCredito = 4 CONTRIBUIÇÕES DE MELHORIAS, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis  = 4.4.2.4.X.97.16.11 e 3.6.5.1.X.01.03 com cdSubTitulo de 1 a 5 e  idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5435;"O total das deduções DÍVIDA ATIVA SOBRE CONTRIBUIÇÕES DE MELHORIA de R$ XXXXXX, declarado nas tabelas (DeducaoDividaAtiva e EstornoDeducaoDividaAtiva), até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis  4.4.2.4.X.97.16.11(-) DEDUÇÕES DE MULTAS E JUROS DE DÍVIDA ATIVA DE CONTRIBUIÇÕES DE MELHORIA  e 3.6.5.1.X.01.03	- DESINCORPORAÇÃO DA DÍVIDA ATIVA DAS CONTRIBUIÇÕES DE MELHORIA com cdSubTitulo de 1 a 5  da tabela (MovimentoContabilMensal). ";DeducaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoDividaAtiva)  com idTipoCredito = 5 TAXAS, até o mês MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis  = 4.4.2.4.X.97.16.09, 4.4.2.4.X.97.16.10 e 3.6.5.1.X.01.02 com cdSubTitulo de 1 a 5 e  idTipoMovimentoContabil = 2 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5436;O total das deduções DÍVIDA ATIVA SOBRE TAXAS de R$ XXXXXX, declarado nas tabelas (DeducaoDividaAtiva e EstornoDeducaoDividaAtiva), até o mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis 4.4.2.4.X.97.16.09(-) DEDUÇÕES DE MULTAS E JUROS DE DÍVIDA ATIVA SOBRE TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA, 4.4.2.4.X.97.16.10(-) DEDUÇÕES DE MULTAS E JUROS DE DÍVIDA ATIVA DE TAXAS PELA PRESTAÇÃO DE SERVIÇOS e 3.6.5.1.X.01.02 - DESINCORPORAÇÃO DA DÍVIDA ATIVA TRIBUTÁRIA DAS TAXAS com cdSubTitulo de 1 a 5 da tabela (MovimentoContabilMensal). ;DeducaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDeducao) declarada na tabela (DeducaoDividaAtiva) MENOS a soma de (vlEstorno) da tabela (EstornoDeducaoDividaAtiva)  com idTipoCredito = 7 COSIP, referente ao MM/AAAA de trabalho, não manter correspondência com a soma dos (Débitos - Créditos) contabilizados nas contas contábeis  = 4.4.2.4.X.97.16.14 e 3.6.5.1.X.01.04.01 com cdSubTitulo de 1 a 5 da tabela (MovimentoContabilMensal) a mensagem será executada.;AVISO;5437;"O total das deduções da DÍVIDA ATIVA DE CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA de R$ XXXXXX, declarado nas tabelas (DeducaoDividaAtiva e EstornoDeducaoDividaAtiva), referente ao mês MM/AAAA, não mantém correspondência com a soma de R$ XXXXXXX dos (Débitos - Créditos) contabilizados  nas contas contábeis 4.4.2.4.X.97.16.14.00.00.00.00	(-) DEDUÇÕES DE MULTAS E JUROS DE DÍVIDA ATIVA DE  CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA e 3.6.5.1.X.01.04.01.00.00.00.00	DESINCORPORAÇÃO DA DÍVIDA ATIVA DA CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA  com cdSubTitulo de 1 a 5  da tabela (MovimentoContabilMensal). ";DeducaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDebito - vlCredito) declarada na tabela (MovimentoContabilMensal) com idTipoMovimentoContabil = 1 e 4 para as contas contábeis nºs 1.1.2.1.X.01.05 e 1.1.2.1.X.70.01.05, 1.2.1.1.X.01.01.05 e 1.2.1.1.X.01.70.01.05 com cdSubTitulo de 1 a 5, não manter correspondência com o saldo informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 1  IPTU e idTipoOperacaoCredito = 2 -  Implantação de Saldos, a mensagem será executada. ;AVISO;5438;O saldo contábil de IPTU de R$ XXXXXXXX, transferido do exercício anterior e cadastrado na remessa de abertura do exercício por meio das contas contábeis nºs 1.1.2.1.X.01.05 - IPTU, 1.1.2.1.X.70.01.05 - IPTU PARCELADO, 1.2.1.1.X.01.01.05 - IPTU e 1.2.1.1.X.01.70.01.05 - IPTU PARCELADO com cdSubTitulo de 1 a 5 ou que foram objeto de ajustes contábeis identificados pelo (idTipoMovimentoContabil = 4) nas referidas contas, não mantém correspondência com o saldo de R$ XXXXXXXX, informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 1  IPTU e idTipoOperacaoCredito = 2 - Implantação de Saldos.;LancamentoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDebito - vlCredito) declarada na tabela (MovimentoContabilMensal) com idTipoMovimentoContabil = 1 e 4 para as contas contábeis nºs  1.1.2.1.X.01.06, 1.1.2.1.X.70.01.06, 1.2.1.1.X.01.01.06 e 1.2.1.1.X.01.70.01.06 com cdSubTitulo de 1 a 5, não manter correspondência com o saldo informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 2  ITBI e idTipoOperacaoCredito = 2 -  Implantação de Saldos, a mensagem será executada. ;AVISO;5439;O saldo contábil de ITBI de R$ XXXXXXXX, transferido do exercício anterior e cadastrado na remessa de abertura do exercício por meio das contas contábeis nºs 1.1.2.1.X.01.06 - ITBI, 1.1.2.1.X.70.01.06 - ITBI PARCELADO, 1.2.1.1.X.01.01.06 - ITBI e 1.2.1.1.X.01.70.01.06 - ITBI PARCELADO com cdSubTitulo de 1 a 5, ou que foram objeto de ajustes contábeis identificados pelo (idTipoMovimentoContabil = 4) nas referidas contas, não mantém correspondência com o saldo de R$ XXXXXXXX, informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 2  ITBI e idTipoOperacaoCredito = 2 - Implantação de Saldos.;LancamentoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDebito - vlCredito) declarada na tabela (MovimentoContabilMensal) com idTipoMovimentoContabil = 1 e 4 para as contas contábeis nºs  1.1.2.1.X.01.07, 1.1.2.1.X.70.01.07, 1.2.1.1.X.01.01.07 e 1.2.1.1.X.01.70.01.07 com cdSubTitulo de 1 a 5, não manter correspondência com o saldo  informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 3  ISS e idTipoOperacaoCredito = 2  Implantação de Saldos, a mensagem será executada. ;AVISO;5440;O saldo contábil de ISS de R$ XXXXXXXX, transferido do exercício anterior e cadastrado na remessa de abertura do exercício por meio das contas contábeis nºs 1.1.2.1.X.01.07 - ISS, 1.1.2.1.X.70.01.07 - ISS PARCELADO, 1.2.1.1.X.01.01.07 - ISS e 1.2.1.1.X.01.70.01.07 - ISS PARCELADO com cdSubTitulo de 1 a 5, ou que foram objeto de ajustes contábeis identificados pelo (idTipoMovimentoContabil = 4) nas referidas contas, não mantém correspondência com o saldo de R$ XXXXXXXX, informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 3  ISS e idTipoOperacaoCredito = 2 - Implantação de Saldos.;LancamentoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDebito - vlCredito) declarada na tabela (MovimentoContabilMensal) com idTipoMovimentoContabil = 1 e 4 para as contas contábeis nºs  1.1.2.1.X.03, 1.1.2.1.X.70.03, 1.2.1.1.X.01.03 e 1.2.1.1.X.01.70.03 com cdSubTitulo de 1 a 5, não manter correspondência com o saldo informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 4  CONTRIBUIÇÃO DE MELHORIA e idTipoOperacaoCredito = 2  Implantação de Saldos, a mensagem será executada. ;AVISO;5441;O saldo contábil de CONTRIBUIÇÕES DE MELHORIA de R$ XXXXXXXX, transferido do exercício anterior e cadastrado na remessa de abertura do exercício por meio das contas contábeis nºs  1.1.2.1.X.03, 1.1.2.1.X.70.03, 1.2.1.1.X.01.03 e 1.2.1.1.X.01.70.03 com cdSubTitulo de 1 a 5, ou que foram objeto de ajustes contábeis identificados pelo (idTipoMovimentoContabil = 4) nas referidas contas, não mantém correspondência com o saldo de R$ XXXXXXXX, informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 4  CONTRIBUIÇÃO DE MELHORIA e idTipoOperacaoCredito = 2 - Implantação de Saldos.;LancamentoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDebito - vlCredito) declarada na tabela (MovimentoContabilMensal) com idTipoMovimentoContabil = 1 e 4 para as contas contábeis nºs  1.1.2.1.X.02, 1.1.2.1.X.70.02, 1.2.1.1.X.01.02 e 1.2.1.1.X.01.70.02 com cdSubTitulo de 1 a 5, não manter correspondência com o saldo informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 5  TAXAS e idTipoOperacaoCredito = 2  Implantação de Saldos, a mensagem será executada. ;AVISO;5442;O saldo contábil de TAXAS de R$ XXXXXXXX, transferido do exercício anterior e cadastrado na remessa de abertura do exercício por meio das contas contábeis nºs  1.1.2.1.X.02 - TAXAS , 1.1.2.1.X.70.02 - TAXAS PARCELADAS, 1.2.1.1.X.01.02 - TAXAS e 1.2.1.1.X.01.70.02 - TAXAS PARCELADAS com cdSubTitulo de 1 a 5, ou que foram objeto de ajustes contábeis identificados pelo (idTipoMovimentoContabil = 4) nas referidas contas, não mantém correspondência com o saldo de R$ XXXXXXXX, informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 5  TAXAS e idTipoOperacaoCredito = 2 - Implantação de Saldos.;LancamentoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDebito - vlCredito) declarada na tabela (MovimentoContabilMensal) com idTipoMovimentoContabil = 1  e 4 para as contas contábeis nºs  1.1.2.1.X.04.01, 1.1.2.1.X.70.04.01, 1.2.1.1.X.01.04.01 e 1.2.1.1.X.01.70.04.01 com cdSubTitulo de 1 a 5, não manter correspondência com o saldo informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 7  COSIP e idTipoOperacaoCredito = 2 Implantação de Saldos de Exercícios Anteriores  a mensagem será executada. ;AVISO;5450;O saldo contábil de CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA de R$ XXXXXXXX, transferido do exercício anterior e cadastrado na remessa de abertura do exercício por meio das contas contábeis nºs  1.1.2.1.X.04.01, 1.1.2.1.X.70.04.01, 1.2.1.1.X.01.04.01 e 1.2.1.1.X.01.70.04.01 com cdSubTitulo de 1 a 5, ou que foram objeto de ajustes contábeis identificados pelo (idTipoMovimentoContabil = 4) nas referidas contas, não mantém correspondência com o saldo de R$ XXXXXXXX, informado nas tabelas (LancamentoCredito e EstornoLancamentoCredito), com idTipoCredito = 7  COSIP e idTipoOperacaoCredito = 2 - Implantação de Saldos.;LancamentoCredito;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDebito - vlCredito) declarada na tabela (MovimentoContabilMensal) com idTipoMovimentoContabil = 1 e 4 para as contas contábeis nºs  1.1.2.5.X.01.05 e 1.2.1.1.X.04.01.01.05 com cdSubTitulo de 1 a 5, não manter correspondência com o saldo informado nas tabelas (InscricaoDividaAtiva e EstornoInscricaoDividaAtiva), com idTipoCredito = 1  IPTU e idTipoOperacaoCredito = 2 - Implantação de Saldos de Exercícios Anteriores a mensagem será executada. ;AVISO;5451;O saldo contábil da DÍVIDA ATIVA DO IPTU de R$ XXXXXXXX, transferido do exercício anterior e cadastrado na remessa de abertura do exercício por meio das contas contábeis nºs  1.1.2.5.X.01.05 e 1.2.1.1.X.04.01.01.05  com cdSubTitulo de 1 a 5, ou que foram objeto de ajustes contábeis identificados pelo (idTipoMovimentoContabil = 4) nas referidas contas,  não mantém correspondência com o saldo de R$ XXXXXXXX, informado nas tabelas InscricaoDividaAtiva e EstornoInscricaoDividaAtiva), com idTipoCredito = 1 IPTU e idTipoOperacaoCredito = 2 - Implantação de Saldos.;InscricaoDividaAtiva;Movimento Mensal Normal;Prefeitura
Tributário;Se a soma de (vlDebito - vlCredito) declarada na tabela (MovimentoContabilMensal) com idTipoMovimentoContabil = 1 e 4 para as contas contábeis nºs  1.1.2.5.X.01.06 e 1.2.1.1.X.04.01.01.06 com cdSubTitulo de 1 a 5, não manter correspondência com o saldo informado nas tabelas (InscricaoDividaAtiva e EstornoInscricaoDividaAtiva), com idTipoCredito = 2  ITBI e idTipoOperacaoCredito = 2 - Implantação de Saldos de Exercícios Anteriores a mensagem será executada. ;AVISO;5452;O saldo contábil da DÍVIDA ATIVA DO ITBI de R$ XXXXXXXX, transferido do exercício anterior e cadastrado na remessa de abertura do exercício por meio das contas contábeis nºs   1.1.2.5.X.01.06 e 1.2.1.1.X.04.01.01.06  com cdSubTitulo de 1 a 5, ou que foram objeto de ajustes contábeis identificados pelo (idTipoMovimentoContabil = 4) nas referidas contas, não mantém correspondência com o saldo de R$ XXXXXXXX, informado nas tabelas InscricaoDividaAtiva e EstornoInscricaoDividaAtiva), com idTipoCredito = 2 ITBI e idTipoOperacaoCredito = 2 - Implantação de Saldos.;InscricaoDividaAtiva;Movimento Mensal Normal;Prefeitura
